"","gene_short_name","Noggin-TXP_2","Noggin-TXP_1","Noggin-TXP_0","BMP-TXP_0","BMP-TXP_2","BMP-TXP_1","adult-SI_3","adult-SI_2","adult-SI_0","adult-SI_1","adult-SI_4","adult-colon_2","adult-colon_1","adult-colon_0","EGF-TXP_0","EGF-TXP_1","EGF-TXP_2"
"LINC01143","LINC01143",0,0,0,0,0,0,0,0,0,0,0,0,0.179526,0,0,0,0
"LINC01144","LINC01144",8.16417,5.61894,11.629,16.2754,7.86179,31.4378,7.00461,3.58403,11.8864,9.11057,0,11.8664,6.2834,5.62824,18.7054,8.20942,20.9997
"LINC01146","LINC01146",0,7.49192,7.75265,5.42514,9.82724,1.74655,1.16744,0,0,0,0,0,0.359051,0,16.3673,18.0607,13.9998
"LINC01150","LINC01150",0,0,0,0,0,0,2.33487,0,0,0,5.88393,0,3.94957,0,0,0,0
"LINC01151","LINC01151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01152","LINC01152",9.52486,0,0,7.5952,4.91362,3.49309,0,0,2.16116,1.40163,0,0.98887,2.15431,4.09327,7.01454,3.28377,0
"LINC01158","LINC01158",0,1.87298,9.69082,3.25508,0,0,0,3.58403,0,0,1.96131,0,1.07715,0.511658,0,0,0
"LINC01159","LINC01159",0,0,0,0,0,0,0,0,0,0,0,0.494435,1.97478,0,0,0,0
"LINC01160","LINC01160",70.7561,78.6651,65.8976,62.9316,56.0153,90.8204,8.17205,1.79201,6.48349,7.70894,8.82589,5.68601,5.74482,6.65156,17.1466,11.4932,34.9994
"LINC01162","LINC01162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01163","LINC01163",0,0,0,0,0.982724,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01164","LINC01164",8.16417,5.61894,11.629,11.9353,2.94817,15.7189,0,0,0,0,0,0,0,0,2.33818,0,0
"LINC01166","LINC01166",0,0,0,0,0,0,0,0,2.16116,1.40163,0,0,0,0,0,0,0
"LINC01167","LINC01167",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01168","LINC01168",0,0,0,0,0,0,0,0,0,0,0,0.741653,0.359051,1.02332,1.55879,0,0
"LINC01169","LINC01169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01170","LINC01170",6.80347,0,0,0,0.982724,0,0,0,0,0,0,0.494435,0,0,0,0,0
"LINC01176","LINC01176",8.16417,18.7298,48.4541,13.0203,14.7409,41.9171,9.33948,2.68802,7.56408,0.700813,2.94196,7.41653,7.71961,6.65156,7.79393,1.64188,3.49994
"LINC01177","LINC01177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01179","LINC01179",0,0,0,0,1.96545,0,0,0,0,0,0,0,0,0,0.779393,1.64188,0
"LINC01180","LINC01180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01182","LINC01182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779393,0,0
"LINC01184","LINC01184",27.2139,16.8568,65.8976,35.8059,26.5336,41.9171,121.413,109.313,111.3,177.306,140.234,135.228,126.925,186.244,21.0436,18.0607,38.4994
"LINC01185","LINC01185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01186","LINC01186",0,0,0,0,0.982724,0,11.6744,0,5.40291,0,6.86458,1.97774,1.25668,0,3.11757,1.64188,0
"LINC01187","LINC01187",0,0,0,0,0,0,0,0,0,0,0,0.494435,0,2.04663,0,0,0
"LINC01189","LINC01189",0,0,0,1.08503,0,0,0,0,0,0,0,0.247218,0,0,0,0,0
"LINC01191","LINC01191",0,5.61894,0,1.08503,0,1.74655,0,0,0,1.40163,0,0,0,0,0.779393,0,0
"LINC01192","LINC01192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01193","LINC01193",0,0,0,0,0,0,0,0,2.16116,0,0,0,0,0,0,0,0
"LINC01194","LINC01194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779393,0,0
"LINC01195","LINC01195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01197","LINC01197",0,0,0,1.08503,0,3.49309,1.16744,2.68802,5.40291,2.80325,2.94196,6.42766,11.1306,4.60492,0,3.28377,3.49994
"LINC01198","LINC01198",0,0,0,0,0,0,0,0,0,0,0,0.494435,1.79526,1.02332,0.779393,0,0
"LINC01201","LINC01201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01202","LINC01202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01203","LINC01203",0,0,0,0,0.982724,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01204","LINC01204",2.72139,0,5.81449,3.25508,0,1.74655,0,0,2.16116,0,0,0,0,0,2.33818,3.28377,0
"LINC01205","LINC01205",0,0,0,0,0.982724,0,0,0,0,0,0,0,0,0.511658,0,0,0
"LINC01206","LINC01206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01207","LINC01207",224.515,256.598,232.58,117.183,168.046,227.051,352.565,357.507,339.303,370.029,403.049,331.766,219.021,487.099,355.403,375.991,283.495
"LINC01208","LINC01208",0,0,0,0,0,0,0,0,0,0,0,0.494435,0,0,0,0,0
"LINC01209","LINC01209",0,3.74596,7.75265,1.08503,1.96545,3.49309,1.16744,0.896007,0,0,0,0,0.359051,0,0,0,0
"LINC01210","LINC01210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01212","LINC01212",2.72139,0,0,0,0.982724,3.49309,0,0,0,0.700813,0,0,0.538577,0,3.11757,0,3.49994
"LINC01213","LINC01213",0,0,0,0,0,0,0,0,0,0,0,0.494435,1.07715,1.53497,0,0,0
"LINC01214","LINC01214",0,0,3.87633,4.34011,0.982724,5.23964,0,0,0,0,0,0.98887,0.179526,0,0,0,6.99989
"LINC01215","LINC01215",0,0,0,0,0,0,8.17205,4.48004,8.64466,9.11057,5.88393,23.9801,28.1855,1.02332,0,0,0
"LINC01216","LINC01216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01220","LINC01220",0,0,0,1.08503,0,0,2.33487,0,10.8058,2.10244,0,0.494435,1.43621,0,0.779393,3.28377,0
"LINC01221","LINC01221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01222","LINC01222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01224","LINC01224",20.4104,58.0623,34.8869,43.4011,42.2571,55.8895,29.1859,77.0566,89.6883,49.7577,92.1816,55.3767,21.7226,53.7241,37.4109,44.3309,24.4996
"LINC01225","LINC01225",0,0,0,0,0,0,0,0,0,0,0,0.741653,0.179526,0,0,0,0
"LINC01226","LINC01226",0,0,0,0,0.982724,0,0,0,0,0,1.96131,0.741653,0.359051,0,0,0,0
"LINC01227","LINC01227",0,0,0,0,0,0,0,0,0,0,0,0.247218,0,0,0,0,0
"LINC01229","LINC01229",6.80347,7.49192,0,3.25508,0,1.74655,0,0,0,1.40163,0,0.494435,0.359051,0,1.55879,0,0
"LINC01230","LINC01230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01231","LINC01231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01232","LINC01232",2.72139,13.1109,0,1.08503,1.96545,3.49309,4.66974,8.06407,4.32233,8.40976,10.7872,5.93322,1.97478,6.65156,3.11757,0,6.99989
"LINC01233","LINC01233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01234","LINC01234",0,0,0,0,0,0,2.33487,0,0,0,0,0,0.179526,0,0.779393,0,3.49994
"LINC01237","LINC01237",0,3.74596,0,1.08503,0,0,1.16744,0,0,1.40163,1.96131,0.741653,1.61573,1.02332,0,0,3.49994
"LINC01239","LINC01239",0,0,0,0,0,0,3.50231,6.27205,0,1.40163,1.96131,1.23609,2.51336,1.02332,3.11757,1.64188,0
"LINC01241","LINC01241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01242","LINC01242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01246","LINC01246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01247","LINC01247",4.08208,0,0,0,0,5.23964,0,0,0,0,0,0,0,0,0.779393,1.64188,0
"LINC01248","LINC01248",0,0,0,3.25508,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01249","LINC01249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01250","LINC01250",0,0,0,0,0,0,0,0,0,0.700813,0,0,0.359051,0,0,0,0
"LINC01251","LINC01251",0,3.74596,11.629,0,0.982724,0,0,0,0,0,0,0.247218,0,0,3.11757,1.64188,0
"LINC01252","LINC01252",4.08208,1.87298,11.629,15.1904,10.81,15.7189,21.0138,4.48004,2.16116,7.00813,17.6518,2.22496,0.359051,19.443,7.79393,8.20942,17.4997
"LINC01254","LINC01254",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02332,0,0,0
"LINC01255","LINC01255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01256","LINC01256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01257","LINC01257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01258","LINC01258",0,0,0,1.08503,0,0,2.33487,0,0,0,1.96131,0,0.359051,1.02332,0,0,0
"LINC01260","LINC01260",2.72139,0,0,2.17006,0,0,22.1813,2.68802,4.32233,0,1.96131,0.98887,3.23146,0,0,1.64188,0
"LINC01262","LINC01262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01264","LINC01264",0,0,0,0,0,0,0,0,2.16116,0,0,0,0,0,0,0,0
"LINC01265","LINC01265",0,0,0,0,0.982724,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01266","LINC01266",0,0,0,0,0,0,0,0,0,5.6065,0,2.22496,1.07715,4.60492,0,0,0
"LINC01267","LINC01267",0,0,0,0,0.982724,0,1.16744,0,0,1.40163,0,0.494435,0,0,0,0,0
"LINC01268","LINC01268",89.8059,103.014,112.413,34.7209,30.4644,45.4102,93.3948,84.2247,151.282,123.343,106.891,48.4547,26.7493,56.2824,71.7041,36.1214,13.9998
"LINC01269","LINC01269",0,0,0,0,0,0,1.16744,0,0,0,1.96131,0,0.718103,0,0,0,0
"LINC01270","LINC01270",1.36069,0,13.5671,2.17006,0,1.74655,2.33487,0,0,1.40163,1.96131,0.247218,1.61573,4.09327,3.11757,1.64188,3.49994
"LINC01271","LINC01271",12.2463,0,0,0,0.982724,1.74655,4.66974,0,0,4.20488,0,1.73052,3.94957,0,1.55879,1.64188,0
"LINC01272","LINC01272",0,0,0,0,0,1.74655,10.5069,8.96007,4.32233,9.81138,4.90327,5.43879,37.5209,18.9314,0,0,6.99989
"LINC01273","LINC01273",1.36069,33.7136,0,7.5952,6.87907,3.49309,2.33487,0,0,0.700813,0,0,0.718103,0,11.6909,9.8513,3.49994
"LINC01276","LINC01276",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01277","LINC01277",2.72139,0,0,0,3.9309,1.74655,0,3.58403,4.32233,0,0.980655,0.494435,0,0,3.11757,0,0
"LINC01278","LINC01278",261.253,333.39,327.55,297.298,245.681,330.097,150.599,146.945,161.007,152.777,130.427,144.622,141.466,203.128,329.683,302.107,573.991
"LINC01279","LINC01279",318.403,172.314,267.467,170.349,144.46,192.12,56.0369,234.754,46.465,175.203,79.433,281.581,945.203,299.32,113.012,96.8711,111.998
"LINC01280","LINC01280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01281","LINC01281",0,0,0,0,0,0,0,0,0,0,0,0.494435,0,0,0,0,0
"LINC01282","LINC01282",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01284","LINC01284",0,0,0,0,7.86179,1.74655,0,0,0,0,0,0,0,0,0,0,0
"LINC01285","LINC01285",0,0,0,0,0.982724,0,0,0,0,0,0.980655,0,0.538577,1.02332,0,0,0
"LINC01287","LINC01287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01288","LINC01288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01289","LINC01289",0,0,0,0,0,0,0,0.896007,0,0,1.96131,0,0,1.02332,1.55879,0,0
"LINC01291","LINC01291",0,0,0,0,0,0,0,0.896007,2.16116,0.700813,0,0.247218,0.538577,0,0,0,0
"LINC01298","LINC01298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01299","LINC01299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01300","LINC01300",4.08208,0,0,0,0,0,0,0,0,0.700813,0,0.98887,0,0,0,0,0
"LINC01301","LINC01301",1.36069,3.74596,0,3.25508,2.94817,3.49309,1.16744,0.896007,2.16116,5.6065,1.96131,8.15818,1.07715,7.16321,3.89696,0,0
"LINC01304","LINC01304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01305","LINC01305",0,0,0,0,0,0,0,0,0,0,0,0.247218,0,0,0.779393,0,0
"LINC01307","LINC01307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01309","LINC01309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01310","LINC01310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01311","LINC01311",12.2463,18.7298,46.5159,43.4011,17.689,27.9448,11.6744,7.16806,8.64466,7.00813,8.82589,4.94435,6.10387,5.11658,34.2933,6.56753,83.9986
"LINC01312","LINC01312",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01314","LINC01314",5.44278,14.9838,23.258,20.6155,96.307,36.6775,39.6928,22.4002,35.6592,21.7252,19.6131,15.0803,22.7998,6.1399,3.89696,4.92565,3.49994
"LINC01315","LINC01315",19.0497,7.49192,5.81449,30.3808,12.7754,27.9448,0,3.58403,2.16116,4.20488,2.94196,16.8108,13.8235,25.5829,15.5879,1.64188,31.4995
"LINC01317","LINC01317",0,1.87298,13.5671,1.08503,0.982724,1.74655,0,0,0,0,0,0,0.179526,0,0,0,0
"LINC01320","LINC01320",0,0,0,0,0,0,0,0,0,0,0,0.247218,0,1.53497,0,0,0
"LINC01322","LINC01322",4.08208,0,0,0,1.96545,0,0,0,0,0,0,0.741653,0.179526,1.02332,0,0,0
"LINC01324","LINC01324",0,0,0,1.08503,0,0,0,0,0,1.40163,0,0,0,0,0,0,0
"LINC01327","LINC01327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01330","LINC01330",0,0,0,0,0,0,0,0,0,2.80325,0,0,0.179526,0,0,0,0
"LINC01331","LINC01331",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01333","LINC01333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01335","LINC01335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01336","LINC01336",0,0,0,0,0,0,17.5115,8.06407,6.48349,5.6065,4.90327,0.741653,0.897629,1.53497,5.45575,0,0
"LINC01337","LINC01337",0,0,0,4.34011,1.96545,3.49309,0,0.896007,0,0,0,0,0.359051,1.02332,0,0,0
"LINC01338","LINC01338",0,0,0,0,1.96545,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01339","LINC01339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01340","LINC01340",0,0,0,0,0,0,0,0,0,0,0.980655,0,0,0,0,0,0
"LINC01341","LINC01341",21.7711,46.8245,65.8976,13.0203,26.5336,10.4793,14.0092,1.79201,3.24175,0.700813,1.96131,0.741653,0.179526,2.04663,11.6909,13.1351,17.4997
"LINC01342","LINC01342",13.6069,35.5866,9.69082,13.0203,7.86179,10.4793,2.33487,0,2.16116,2.10244,12.7485,1.48331,1.25668,0,14.8085,4.92565,10.4998
"LINC01343","LINC01343",0,0,0,0,0,0,0,0,0,0,1.96131,0,0.179526,0,0,0,0
"LINC01344","LINC01344",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02332,0,0,0
"LINC01346","LINC01346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01347","LINC01347",24.4925,29.9677,25.1961,21.7006,22.6027,19.212,85.2228,65.4085,89.6883,59.5691,74.5298,50.4324,45.7791,56.2824,42.8666,36.1214,31.4995
"LINC01349","LINC01349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01350","LINC01350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01351","LINC01351",2.72139,7.49192,0,1.08503,2.94817,1.74655,0,8.06407,9.72524,15.4179,4.90327,1.97774,4.48814,0,0,0,0
"LINC01352","LINC01352",5.44278,5.61894,0,1.08503,1.96545,5.23964,1.16744,0.896007,1.08058,0,1.96131,2.22496,1.07715,0.511658,2.33818,0,0
"LINC01353","LINC01353",0,0,0,3.25508,1.96545,1.74655,0,1.79201,2.16116,0,1.96131,0.494435,1.97478,4.09327,3.11757,0,0
"LINC01354","LINC01354",8.16417,3.74596,0,1.08503,0.982724,0,3.50231,13.4401,5.40291,4.20488,2.94196,4.44992,12.9259,4.60492,3.11757,0,0
"LINC01355","LINC01355",85.7238,35.5866,40.7014,75.952,72.7216,68.1153,80.553,28.6722,49.7068,28.0325,47.0714,30.655,19.9274,37.351,9.35272,13.1351,3.49994
"LINC01356","LINC01356",5.44278,14.9838,5.81449,17.3605,5.89634,33.1844,7.00461,0,5.40291,4.90569,3.92262,1.73052,1.79526,1.02332,11.6909,22.9864,20.9997
"LINC01358","LINC01358",1.36069,0,0,0,0,0,3.50231,0.896007,3.24175,0.700813,2.94196,1.97774,2.33383,1.53497,2.33818,0,3.49994
"LINC01359","LINC01359",0,0,1.93816,1.08503,0,0,0,0.896007,0,0.700813,0,1.73052,0.359051,0,0,0,0
"LINC01360","LINC01360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01361","LINC01361",0,0,0,0,0,1.74655,0,0,0,0,0,0,0,0,0,0,3.49994
"LINC01363","LINC01363",0,0,0,0,0,1.74655,0,1.79201,0,0,0,0,0.897629,1.02332,0,0,0
"LINC01364","LINC01364",0,0,0,1.08503,0,1.74655,0,0,0,0,0,0,0,0,0,0,0
"LINC01365","LINC01365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01366","LINC01366",0,0,0,2.17006,0,0,0,1.79201,4.32233,2.10244,1.96131,0.494435,1.25668,0.511658,0,0,0
"LINC01370","LINC01370",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0.779393,1.64188,0
"LINC01372","LINC01372",6.80347,16.8568,11.629,4.34011,8.84452,13.9724,4.66974,0.896007,0,1.40163,0.980655,2.71939,1.25668,1.53497,1.55879,3.28377,0
"LINC01375","LINC01375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01377","LINC01377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01378","LINC01378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01384","LINC01384",0,0,0,0,0,5.23964,0,0,0,0,0,0,0,0,0,0,0
"LINC01386","LINC01386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01387","LINC01387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01389","LINC01389",47.6243,37.4596,122.104,78.122,71.7389,117.019,4.66974,4.48004,1.08058,1.40163,6.86458,10.8776,3.77004,3.58161,52.9987,67.3172,90.9985
"LINC01391","LINC01391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01392","LINC01392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01393","LINC01393",0,3.74596,5.81449,1.08503,0,0,0,0,2.16116,1.40163,0,0,0.359051,0,0,0,0
"LINC01395","LINC01395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01396","LINC01396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01397","LINC01397",0,0,0,0,0,0,0,0,0,0,0,0,0.179526,0,0,0,0
"LINC01398","LINC01398",0,0,0,0,0,0,0,0,0,1.40163,0,0,0,0,0,0,0
"LINC01399","LINC01399",0,0,0,0,0,0,0,0,0,0,0.980655,0,0.179526,0.511658,0.779393,0,0
"LINC01402","LINC01402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01405","LINC01405",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01410","LINC01410",35.3781,16.8568,7.75265,14.1054,14.7409,12.2258,15.1767,13.4401,10.8058,18.922,15.6905,7.91096,14.7211,12.2798,10.1321,11.4932,10.4998
"LINC01411","LINC01411",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01412","LINC01412",1.36069,0,0,0,1.96545,1.74655,0,0.896007,0,2.10244,0,0,0.538577,0,3.89696,0,3.49994
"LINC01413","LINC01413",0,0,0,0,0,0,0,0.896007,0,0,0.980655,0,0,0,0,1.64188,0
"LINC01419","LINC01419",1.36069,5.61894,3.87633,1.08503,1.96545,19.212,0,2.68802,0,0,1.96131,0.494435,0.179526,1.53497,13.2497,9.8513,17.4997
"LINC01420","LINC01420",402.766,417.674,463.221,503.453,285.973,468.075,106.237,141.569,124.267,139.462,135.33,131.52,139.851,151.962,662.484,505.7,776.987
"LINC01422","LINC01422",0,0,5.81449,0,0.982724,0,0,0,0,0,0.980655,0,0.179526,0,0,3.28377,0
"LINC01423","LINC01423",0,0,1.93816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01424","LINC01424",0,0,0,5.42514,4.91362,5.23964,4.66974,0,0,0,4.90327,0.494435,0.538577,0,0.779393,0,17.4997
"LINC01425","LINC01425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01426","LINC01426",2.72139,5.61894,21.3198,7.5952,2.94817,8.73274,5.83718,8.06407,4.32233,13.3154,3.92262,0.98887,3.94957,2.55829,4.67636,3.28377,17.4997
"LINC01427","LINC01427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01428","LINC01428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01429","LINC01429",0,3.74596,0,2.17006,0.982724,0,0,0,0,0,0,0,0,0,0.779393,0,0
"LINC01430","LINC01430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01431","LINC01431",5.44278,3.74596,5.81449,4.34011,2.94817,10.4793,2.33487,3.58403,4.32233,8.40976,1.96131,2.96661,1.61573,5.62824,6.23514,3.28377,6.99989
"LINC01432","LINC01432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01433","LINC01433",0,0,0,0,0,1.74655,1.16744,0,0,0,0,0,0,0,0,0,0
"LINC01435","LINC01435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01436","LINC01436",2.72139,0,0,0,1.96545,0,15.1767,43.9044,17.2893,21.7252,22.5551,19.7774,5.38577,2.04663,2.33818,0,0
"LINC01440","LINC01440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01441","LINC01441",0,7.49192,21.3198,1.08503,2.94817,3.49309,0,1.79201,1.08058,1.40163,1.96131,0.494435,0.179526,0,0.779393,0,0
"LINC01443","LINC01443",0,14.9838,32.9488,0,9.82724,0,2.33487,5.37604,0,4.90569,3.92262,0.247218,0.359051,2.04663,0.779393,0,0
"LINC01444","LINC01444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49994
"LINC01445","LINC01445",0,0,0,0,0,0,0,0,0,0,0,2.71939,0,0,0.779393,0,0
"LINC01446","LINC01446",0,0,0,0,0,0,0,0,2.16116,0,0,0,0.718103,0,0,0,0
"LINC01447","LINC01447",13.6069,1.87298,19.3816,6.51017,4.91362,8.73274,1.16744,1.79201,0,0.700813,1.96131,1.23609,0.538577,1.02332,11.6909,14.777,3.49994
"LINC01448","LINC01448",0,0,0,0,0,0,1.16744,0,0,0,0,0.247218,0,0,0,0,0
"LINC01449","LINC01449",1.36069,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01450","LINC01450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01452","LINC01452",0,0,5.81449,1.08503,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01455","LINC01455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01461","LINC01461",2.72139,0,0,0,0,0,0,0,0,0,0.980655,0,0,0,0.779393,0,0
"LINC01465","LINC01465",6.80347,5.61894,0,4.34011,2.94817,12.2258,0,1.79201,1.08058,7.00813,4.90327,1.73052,4.66767,2.55829,5.45575,8.20942,10.4998
"LINC01467","LINC01467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01468","LINC01468",0,0,0,0,0,0,0,1.79201,0,0,0,0.494435,0.359051,0,0,0,0
"LINC01470","LINC01470",0,0,0,0,0.982724,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01471","LINC01471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01473","LINC01473",2.72139,7.49192,0,2.17006,0,1.74655,1.16744,2.68802,0,1.40163,4.90327,1.48331,0,2.04663,2.33818,0,0
"LINC01474","LINC01474",4.08208,14.9838,5.81449,0,3.9309,3.49309,1.16744,0,0,0,2.94196,0,0,1.02332,4.67636,0,3.49994
"LINC01475","LINC01475",0,7.49192,0,7.5952,4.91362,0,1.16744,7.16806,7.56408,3.50406,0.980655,0.494435,0.179526,3.06995,3.11757,4.92565,10.4998
"LINC01476","LINC01476",0,0,0,0,0,0,0,0,0,0,0,0,0,0.511658,0,0,0
"LINC01477","LINC01477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01478","LINC01478",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01479","LINC01479",0,0,0,3.25508,2.94817,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01480","LINC01480",0,0,0,3.25508,0,1.74655,2.33487,8.06407,3.24175,5.6065,2.94196,1.97774,2.15431,2.04663,0,0,0
"LINC01481","LINC01481",29.9353,86.157,34.8869,70.5268,34.3953,68.1153,23.3487,20.6082,24.8534,18.922,19.6131,13.597,8.25818,12.7915,38.1903,31.1958,34.9994
"LINC01482","LINC01482",4.08208,0,0,5.42514,2.94817,15.7189,0,0,0,0,0,0.494435,0,0,0.779393,1.64188,0
"LINC01483","LINC01483",0,0,0,2.17006,0,0,0,0,0,0,0,0.247218,0,0,0,0,0
"LINC01484","LINC01484",0,0,0,0,0,0,0,0,0,0.700813,2.94196,0,0,0,0.779393,0,0
"LINC01485","LINC01485",0,0,0,0,0.982724,0,0,0,5.40291,0,0,0,3.23146,0,0.779393,0,0
"LINC01486","LINC01486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01487","LINC01487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01488","LINC01488",0,0,0,1.08503,0,0,0,0,0,0,1.96131,0.494435,0.718103,0,0.779393,3.28377,3.49994
"LINC01489","LINC01489",0,0,0,0,0.982724,0,0,2.68802,0,0,0,0,0,0,0.779393,0,17.4997
"LINC01490","LINC01490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
